City,Country,Year,Population
Zhaotong,China,2010.0,810000.0
Zhengzhou,China,2010.0,2640000.0
"Zhenjiang, Jiangsu",China,2010.0,850000.0
Zhuhai,China,2010.0,1020000.0
Zhuzhou,China,2010.0,1080000.0
Zibo,China,2010.0,3060000.0
Zigong,China,2010.0,1100000.0
Zunyi,China,2010.0,850000.0
Barranquilla,Colombia,2010.0,1800000.0
Bogot,Colombia,2010.0,7770000.0
Bucaramanga,Colombia,2010.0,1010000.0
Cali,Colombia,2010.0,2250000.0
Cartagena,Colombia,2010.0,890000.0
Medelln,Colombia,2010.0,3300000.0
Brazzaville,Congo,2010.0,1360000.0
Kananga,Democratic Republic of the Congo,2010.0,760000.0
Kinshasa,Democratic Republic of the Congo,2010.0,7840000.0
Lubumbashi,Democratic Republic of the Congo,2010.0,1350000.0
Mbuji-Mayi,Democratic Republic of the Congo,2010.0,1300000.0
San Jos,Costa Rica,2010.0,1280000.0
La Habana,Cuba,2010.0,2170000.0
Praha,Czech Republic,2010.0,1160000.0
Cotonou,Benin,2010.0,760000.0
K¿benhavn,Denmark,2010.0,1080000.0
Santo Domingo,Dominican Republic,2010.0,2150000.0
Guayaquil,Ecuador,2010.0,2510000.0
Quito,Ecuador,2010.0,1700000.0
San Salvador,El Salvador,2010.0,1430000.0
Addis Ababa,Ethiopia,2010.0,3100000.0
Huambo,Angola,2010.0,870000.0
Luanda,Angola,2010.0,4000000.0
Helsinki,Finland,2010.0,1120000.0
Bordeaux,France,2010.0,800000.0
Lille,France,2010.0,1040000.0
Lyon,France,2010.0,1420000.0
Marseille-Aix-en-Provence,France,2010.0,1400000.0
Nice-Cannes,France,2010.0,930000.0
Paris,France,2010.0,9900000.0
Toulouse,France,2010.0,850000.0
Tbilisi,Georgia,2010.0,1100000.0
Berlin,Germany,2010.0,3410000.0
Hamburg,Germany,2010.0,1760000.0
Kln,Germany,2010.0,1000000.0
Mnchen,Germany,2010.0,1280000.0
Accra,Ghana,2010.0,2120000.0
Kumasi,Ghana,2010.0,1650000.0
Athnai,Greece,2010.0,3240000.0
Thessaloniki,Greece,2010.0,830000.0
Baku,Azerbaijan,2010.0,1890000.0
Buenos Aires,Argentina,2010.0,12800000.0
Crdoba,Argentina,2010.0,1450000.0
Mendoza,Argentina,2010.0,890000.0
Rosario,Argentina,2010.0,1200000.0
San Miguel de Tucumn,Argentina,2010.0,800000.0
Ciudad de Guatemala (Guatemala City),Guatemala,2010.0,1020000.0
Conakry,Guinea,2010.0,1490000.0
Port-au-Prince,Haiti,2010.0,2000000.0
Tegucigalpa,Honduras,2010.0,950000.0
Hong Kong,"China, Hong Kong Special Administrative Region",2010.0,7210000.0
Budapest,Hungary,2010.0,1680000.0
Agra,India,2010.0,1590000.0
Ahmadabad,India,2010.0,5380000.0
Aligarh,India,2010.0,800000.0
Allahabad,India,2010.0,1200000.0
Amritsar,India,2010.0,1210000.0
Asansol,India,2010.0,1330000.0
Aurangabad,India,2010.0,1110000.0
Bangalore,India,2010.0,6790000.0
Bareilly,India,2010.0,820000.0
Bhiwandi,India,2010.0,800000.0
Bhopal,India,2010.0,1730000.0
Bhubaneswar,India,2010.0,840000.0
Chandigarh,India,2010.0,980000.0
Chennai,India,2010.0,7160000.0
Coimbatore,India,2010.0,1700000.0
Delhi,India,2010.0,15930000.0
Dhanbad,India,2010.0,1250000.0
Durg-Bhilainagar,India,2010.0,1100000.0
Faridabad,India,2010.0,1390000.0
Ghaziabad,India,2010.0,1340000.0
Guwahati,India,2010.0,980000.0
Gwalior,India,2010.0,980000.0
Hubli-Dharwad,India,2010.0,890000.0
Hyderabad,India,2010.0,6380000.0
Indore,India,2010.0,2030000.0
Jabalpur,India,2010.0,1280000.0
Jaipur,India,2010.0,2920000.0
Jalandhar,India,2010.0,860000.0
Jammu,India,2010.0,790000.0
Jamshedpur,India,2010.0,1300000.0
Jodhpur,India,2010.0,1000000.0
Kanpur,India,2010.0,3160000.0
Kochi,India,2010.0,1520000.0
Kolkata,India,2010.0,14790000.0
Kota,India,2010.0,830000.0
Kozhikode,India,2010.0,950000.0
Lucknow,India,2010.0,2700000.0
Ludhiana,India,2010.0,1650000.0
Madurai,India,2010.0,1290000.0
Meerut,India,2010.0,1400000.0
Moradabad,India,2010.0,790000.0
Mumbai,India,2010.0,18980000.0
Mysore,India,2010.0,890000.0
Nagpur,India,2010.0,2450000.0
Nashik,India,2010.0,1470000.0
Patna,India,2010.0,2160000.0
Pune,India,2010.0,4670000.0
Raipur,India,2010.0,880000.0
Rajkot,India,2010.0,1260000.0
Ranchi,India,2010.0,1040000.0
Salem,India,2010.0,870000.0
Solapur,India,2010.0,1060000.0
Srinagar,India,2010.0,1140000.0
Surat,India,2010.0,3840000.0
Thiruvananthapuram,India,2010.0,950000.0
Tiruchirappalli,India,2010.0,950000.0
Vadodara,India,2010.0,1760000.0
Varanasi,India,2010.0,1350000.0
Vijayawada,India,2010.0,1140000.0
Visakhapatnam,India,2010.0,1530000.0
Adelaide,Australia,2010.0,1140000.0
Brisbane,Australia,2010.0,1860000.0
Melbourne,Australia,2010.0,3730000.0
Perth,Australia,2010.0,1530000.0
Sydney,Australia,2010.0,4330000.0
Bandar Lampung,Indonesia,2010.0,860000.0
Bandung,Indonesia,2010.0,2390000.0
Bogor,Indonesia,2010.0,920000.0
Jakarta,Indonesia,2010.0,9120000.0
Malang,Indonesia,2010.0,800000.0
Medan,Indonesia,2010.0,2120000.0
Padang,Indonesia,2010.0,860000.0
Palembang,Indonesia,2010.0,1750000.0
Pekan Baru,Indonesia,2010.0,800000.0
Semarang,Indonesia,2010.0,1400000.0
Surabaya,Indonesia,2010.0,2840000.0
Ujung Pandang,Indonesia,2010.0,1260000.0
Ahvaz,Iran (Islamic Republic of),2010.0,1000000.0
Esfahan,Iran (Islamic Republic of),2010.0,1630000.0
Karaj,Iran (Islamic Republic of),2010.0,1420000.0
Kermanshah,Iran (Islamic Republic of),2010.0,800000.0
Mashhad,Iran (Islamic Republic of),2010.0,2470000.0
Qom,Iran (Islamic Republic of),2010.0,970000.0
Shiraz,Iran (Islamic Republic of),2010.0,1240000.0
Tabriz,Iran (Islamic Republic of),2010.0,1410000.0
Tehran,Iran (Islamic Republic of),2010.0,7870000.0
Al-Basrah,Iraq,2010.0,870000.0
Al-Mawsil,Iraq,2010.0,1320000.0
Baghdad,Iraq,2010.0,5050000.0
Irbil,Iraq,2010.0,930000.0
Dublin,Ireland,2010.0,1060000.0
Hefa,Israel,2010.0,1010000.0
Tel Aviv-Yafo,Israel,2010.0,3110000.0
Milano,Italy,2010.0,2940000.0
Napoli,Italy,2010.0,2250000.0
Palermo,Italy,2010.0,860000.0
Rome,Italy,2010.0,3340000.0
Torino,Italy,2010.0,1650000.0
Abidjan,Cte d'Ivoire,2010.0,3800000.0
Fukuoka-Kitakyushu,Japan,2010.0,2790000.0
Hiroshima,Japan,2010.0,2040000.0
Kyoto,Japan,2010.0,1800000.0
Nagoya,Japan,2010.0,3230000.0
Osaka-Kobe,Japan,2010.0,11290000.0
Sapporo,Japan,2010.0,2540000.0
Sendai,Japan,2010.0,2250000.0
Tokyo,Japan,2010.0,35680000.0
Almaty,Kazakhstan,2010.0,1210000.0
Kabul,Afghanistan,2010.0,3280000.0
Wien,Austria,2010.0,2320000.0
Amman,Jordan,2010.0,1060000.0
Mombasa,Kenya,2010.0,880000.0
Nairobi,Kenya,2010.0,3010000.0
Hamhung,Democratic People's Republic of Korea,2010.0,770000.0
N'ampo,Democratic People's Republic of Korea,2010.0,1130000.0
P'yongyang,Democratic People's Republic of Korea,2010.0,3300000.0
Bucheon,Republic of Korea,2010.0,870000.0
Busan,Republic of Korea,2010.0,3480000.0
Daegu,Republic of Korea,2010.0,2460000.0
Daejon,Republic of Korea,2010.0,1470000.0
Goyang,Republic of Korea,2010.0,900000.0
Gwangju,Republic of Korea,2010.0,1440000.0
Incheon,Republic of Korea,2010.0,2550000.0
Seongnam,Republic of Korea,2010.0,940000.0
Seoul,Republic of Korea,2010.0,9800000.0
Suweon,Republic of Korea,2010.0,1080000.0
Ulsan,Republic of Korea,2010.0,1060000.0
Al Kuwayt (Kuwait City),Kuwait,2010.0,2060000.0
Bishkek,Kyrgyzstan,2010.0,840000.0
Bayrut,Lebanon,2010.0,1850000.0
Monrovia,Liberia,2010.0,1040000.0
Banghazi,Libyan Arab Jamahiriya,2010.0,1180000.0
Tarabulus,Libyan Arab Jamahiriya,2010.0,2190000.0
Antananarivo,Madagascar,2010.0,1700000.0
Johore Bharu,Malaysia,2010.0,880000.0
Klang,Malaysia,2010.0,960000.0
Kuala Lumpur,Malaysia,2010.0,1450000.0
Bamako,Mali,2010.0,1490000.0
Aguascalientes,Mexico,2010.0,870000.0
Chihuahua,Mexico,2010.0,790000.0
Ciudad de Mxico,Mexico,2010.0,19030000.0
Ciudad Jurez,Mexico,2010.0,1340000.0
Culiacn,Mexico,2010.0,810000.0
Guadalajara,Mexico,2010.0,4200000.0
Len de los Aldamas,Mexico,2010.0,1490000.0
Mrida,Mexico,2010.0,960000.0
Mexicali,Mexico,2010.0,880000.0
Monterrey,Mexico,2010.0,3710000.0
Puebla,Mexico,2010.0,2200000.0
Quertaro,Mexico,2010.0,960000.0
Saltillo,Mexico,2010.0,750000.0
San Luis Potos,Mexico,2010.0,990000.0
Tijuana,Mexico,2010.0,1550000.0
Toluca de Lerdo,Mexico,2010.0,1530000.0
Torren,Mexico,2010.0,1140000.0
Ulaanbaatar,Mongolia,2010.0,880000.0
Chittagong,Bangladesh,2010.0,4530000.0
Dhaka,Bangladesh,2010.0,13480000.0
Khulna,Bangladesh,2010.0,1550000.0
Rajshahi,Bangladesh,2010.0,810000.0
Dar-el-Beida,Morocco,2010.0,3180000.0
Fs,Morocco,2010.0,1000000.0
Marrakech,Morocco,2010.0,870000.0
Rabat,Morocco,2010.0,1700000.0
Maputo,Mozambique,2010.0,1450000.0
Yerevan,Armenia,2010.0,1100000.0
Kathmandu,Nepal,2010.0,900000.0
Amsterdam,Netherlands,2010.0,1030000.0
Rotterdam,Netherlands,2010.0,1000000.0
Auckland,New Zealand,2010.0,1240000.0
Managua,Nicaragua,2010.0,920000.0
Antwerpen,Belgium,2010.0,920000.0
Bruxelles-Brussel,Belgium,2010.0,1740000.0
Niamey,Niger,2010.0,920000.0
Abuja,Nigeria,2010.0,1580000.0
Benin City,Nigeria,2010.0,1190000.0
Ibadan,Nigeria,2010.0,2630000.0
Ilorin,Nigeria,2010.0,770000.0
Kaduna,Nigeria,2010.0,1440000.0
Kano,Nigeria,2010.0,3140000.0
Lagos,Nigeria,2010.0,9470000.0
Maiduguri,Nigeria,2010.0,900000.0
Ogbomosho,Nigeria,2010.0,950000.0
Port Harcourt,Nigeria,2010.0,1020000.0
Zaria,Nigeria,2010.0,890000.0
Oslo,Norway,2010.0,840000.0
Faisalabad,Pakistan,2010.0,2620000.0
Gujranwala,Pakistan,2010.0,1510000.0
Hyderabad,Pakistan,2010.0,1460000.0
Islamabad,Pakistan,2010.0,780000.0
Karachi,Pakistan,2010.0,12130000.0
Lahore,Pakistan,2010.0,6580000.0
Multan,Pakistan,2010.0,1520000.0
Peshawar,Pakistan,2010.0,1300000.0
Quetta,Pakistan,2010.0,770000.0
Rawalpindi,Pakistan,2010.0,1860000.0
Ciudad de Panam (Panama City),Panama,2010.0,1280000.0
Asuncin,Paraguay,2010.0,1870000.0
Arequipa,Peru,2010.0,820000.0
Lima,Peru,2010.0,8010000.0
Cebu,Philippines,2010.0,820000.0
Davao,Philippines,2010.0,1400000.0
Manila,Philippines,2010.0,11100000.0
Zamboanga,Philippines,2010.0,770000.0
Krakw,Poland,2010.0,760000.0
Ldz,Poland,2010.0,760000.0
Warszawa,Poland,2010.0,1710000.0
Lisboa,Portugal,2010.0,2810000.0
Porto,Portugal,2010.0,1340000.0
San Juan,Puerto Rico,2010.0,2690000.0
Bucuresti,Romania,2010.0,1940000.0
Chelyabinsk,Russian Federation,2010.0,1090000.0
Kazan,Russian Federation,2010.0,1120000.0
Krasnoyarsk,Russian Federation,2010.0,920000.0
Moskva,Russian Federation,2010.0,10450000.0
Nizhniy Novgorod,Russian Federation,2010.0,1280000.0
Novosibirsk,Russian Federation,2010.0,1390000.0
Omsk,Russian Federation,2010.0,1140000.0
Perm,Russian Federation,2010.0,1000000.0
Rostov-na-Donu,Russian Federation,2010.0,1050000.0
Samara,Russian Federation,2010.0,1140000.0
Sankt Peterburg,Russian Federation,2010.0,4550000.0
Saratov,Russian Federation,2010.0,840000.0
Ufa,Russian Federation,2010.0,1020000.0
Volgograd,Russian Federation,2010.0,980000.0
Voronezh,Russian Federation,2010.0,840000.0
Yekaterinburg,Russian Federation,2010.0,1310000.0
Kigali,Rwanda,2010.0,860000.0
La Paz,Bolivia,2010.0,1590000.0
Santa Cruz,Bolivia,2010.0,1420000.0
Ad-Dammam,Saudi Arabia,2010.0,820000.0
Al-Madinah,Saudi Arabia,2010.0,1010000.0
Ar-Riyadh,Saudi Arabia,2010.0,4460000.0
Jiddah,Saudi Arabia,2010.0,3010000.0
Makkah,Saudi Arabia,2010.0,1380000.0
Dakar,Senegal,2010.0,2600000.0
Beograd,Serbia,2010.0,1100000.0
Freetown,Sierra Leone,2010.0,830000.0
Singapore,Singapore,2010.0,4440000.0
H Noi,Viet Nam,2010.0,4380000.0
Hai Phng,Viet Nam,2010.0,1970000.0
Thnh Pho Ho Ch Minh,Viet Nam,2010.0,5310000.0
Muqdisho,Somalia,2010.0,1100000.0
Cape Town,South Africa,2010.0,3220000.0
Durban,South Africa,2010.0,2730000.0
Ekurhuleni,South Africa,2010.0,2990000.0
Johannesburg,South Africa,2010.0,3440000.0
Port Elizabeth,South Africa,2010.0,1020000.0
Pretoria,South Africa,2010.0,1340000.0
Vereeniging,South Africa,2010.0,1070000.0
Harare,Zimbabwe,2010.0,1570000.0
Barcelona,Spain,2010.0,4920000.0
Madrid,Spain,2010.0,5570000.0
Valencia,Spain,2010.0,810000.0
Al-Khartum,Sudan,2010.0,4750000.0
Stockholm,Sweden,2010.0,1260000.0
Zrich,Switzerland,2010.0,1110000.0
Baixada Santista,Brazil,2010.0,1710000.0
Belm,Brazil,2010.0,2170000.0
Belo Horizonte,Brazil,2010.0,5580000.0
Braslia,Brazil,2010.0,3600000.0
Campinas,Brazil,2010.0,2790000.0
Campo Grande,Brazil,2010.0,780000.0
Cuiab,Brazil,2010.0,810000.0
Curitiba,Brazil,2010.0,3080000.0
Florianpolis,Brazil,2010.0,1020000.0
Fortaleza,Brazil,2010.0,3390000.0
Goinia,Brazil,2010.0,2020000.0
Grande So Lus,Brazil,2010.0,1040000.0
Grande Vitria,Brazil,2010.0,1700000.0
Joo Pessoa,Brazil,2010.0,960000.0
Macei,Brazil,2010.0,1190000.0
Manaus,Brazil,2010.0,1750000.0
Natal,Brazil,2010.0,1090000.0
Norte/Nordeste Catarinense,Brazil,2010.0,990000.0
Prto Alegre,Brazil,2010.0,3920000.0
Recife,Brazil,2010.0,3650000.0
Rio de Janeiro,Brazil,2010.0,11750000.0
Salvador,Brazil,2010.0,3480000.0
So Paulo,Brazil,2010.0,18840000.0
Teresina,Brazil,2010.0,910000.0
Dimashq,Syrian Arab Republic,2010.0,2470000.0
Halab,Syrian Arab Republic,2010.0,2740000.0
Hims,Syrian Arab Republic,2010.0,1000000.0
Krung Thep,Thailand,2010.0,6700000.0
Lom,Togo,2010.0,1450000.0
Dubayy,United Arab Emirates,2010.0,1380000.0
Adana,Turkey,2010.0,1290000.0
Ankara,Turkey,2010.0,3720000.0
Antalya,Turkey,2010.0,780000.0
Bursa,Turkey,2010.0,1490000.0
Gaziantep,Turkey,2010.0,1040000.0
Istanbul,Turkey,2010.0,10060000.0
Izmir,Turkey,2010.0,2590000.0
Konya,Turkey,2010.0,920000.0
Kampala,Uganda,2010.0,1420000.0
Dnipropetrovs'k,Ukraine,2010.0,1050000.0
Donets'k,Ukraine,2010.0,990000.0
Kharkiv,Ukraine,2010.0,1460000.0
Kyiv,Ukraine,2010.0,2710000.0
Odesa,Ukraine,2010.0,990000.0
Zaporizhzhya,Ukraine,2010.0,790000.0
Al-Iskandariyah,Egypt,2010.0,4160000.0
Al-Qahirah,Egypt,2010.0,11890000.0
Birmingham,United Kingdom,2010.0,2280000.0
Glasgow,United Kingdom,2010.0,1160000.0
Liverpool,United Kingdom,2010.0,810000.0
London,United Kingdom,2010.0,8570000.0
Manchester,United Kingdom,2010.0,2230000.0
Newcastle upon Tyne,United Kingdom,2010.0,880000.0
West Yorkshire,United Kingdom,2010.0,1530000.0
Dar es Salaam,United Republic of Tanzania,2010.0,2930000.0
Atlanta,United States of America,2010.0,4510000.0
Austin,United States of America,2010.0,1160000.0
Baltimore,United States of America,2010.0,2260000.0
Boston,United States of America,2010.0,4470000.0
Bridgeport-Stamford,United States of America,2010.0,1020000.0
Buffalo,United States of America,2010.0,1020000.0
Charlotte,United States of America,2010.0,1000000.0
Chicago,United States of America,2010.0,8990000.0
Cincinnati,United States of America,2010.0,1640000.0
Cleveland,United States of America,2010.0,1890000.0
"Columbus, Ohio",United States of America,2010.0,1270000.0
Dallas-Fort Worth,United States of America,2010.0,4800000.0
Dayton,United States of America,2010.0,770000.0
Denver-Aurora,United States of America,2010.0,2310000.0
Detroit,United States of America,2010.0,4100000.0
El Paso,United States of America,2010.0,750000.0
Hartford,United States of America,2010.0,910000.0
Honolulu,United States of America,2010.0,790000.0
Houston,United States of America,2010.0,4460000.0
Indianapolis,United States of America,2010.0,1440000.0
"Jacksonville, Florida",United States of America,2010.0,990000.0
Kansas City,United States of America,2010.0,1470000.0
Las Vegas,United States of America,2010.0,1820000.0
Los Angeles-Long Beach-Santa Ana,United States of America,2010.0,12500000.0
Louisville,United States of America,2010.0,950000.0
Memphis,United States of America,2010.0,1080000.0
Miami,United States of America,2010.0,5580000.0
Milwaukee,United States of America,2010.0,1390000.0
Minneapolis-St. Paul,United States of America,2010.0,2620000.0
Nashville-Davidson,United States of America,2010.0,880000.0
New Orleans,United States of America,2010.0,780000.0
New York-Newark,United States of America,2010.0,19040000.0
Oklahoma City,United States of America,2010.0,790000.0
Orlando,United States of America,2010.0,1350000.0
Philadelphia,United States of America,2010.0,5490000.0
Phoenix-Mesa,United States of America,2010.0,3550000.0
Pittsburgh,United States of America,2010.0,1840000.0
Portland,United States of America,2010.0,1880000.0
Providence,United States of America,2010.0,1280000.0
Richmond,United States of America,2010.0,910000.0
Riverside-San Bernardino,United States of America,2010.0,1740000.0
Rochester,United States of America,2010.0,760000.0
Sacramento,United States of America,2010.0,1600000.0
Salt Lake City,United States of America,2010.0,970000.0
San Antonio,United States of America,2010.0,1470000.0
San Diego,United States of America,2010.0,2920000.0
San Francisco-Oakland,United States of America,2010.0,3450000.0
San Jose,United States of America,2010.0,1670000.0
Seattle,United States of America,2010.0,3070000.0
St. Louis,United States of America,2010.0,2200000.0
Tampa-St. Petersburg,United States of America,2010.0,2310000.0
Tucson,United States of America,2010.0,820000.0
Virginia Beach,United States of America,2010.0,1490000.0
"Washington, D.C.",United States of America,2010.0,4340000.0
Ouagadougou,Burkina Faso,2010.0,1150000.0
Montevideo,Uruguay,2010.0,1510000.0
Tashkent,Uzbekistan,2010.0,2180000.0
Barquisimeto,Venezuela (Bolivarian Republic of),2010.0,1120000.0
Caracas,Venezuela (Bolivarian Republic of),2010.0,2980000.0
Maracaibo,Venezuela (Bolivarian Republic of),2010.0,2070000.0
Maracay,Venezuela (Bolivarian Republic of),2010.0,1010000.0
Valencia,Venezuela (Bolivarian Republic of),2010.0,1770000.0
Al-Hudaydah,Yemen,2010.0,780000.0
Sana'a',Yemen,2010.0,2010000.0
Ta'izz,Yemen,2010.0,750000.0
Lusaka,Zambia,2010.0,1330000.0
Sofia,Bulgaria,2015.0,1210000.0
Mandalay,Myanmar,2015.0,1030000.0
Nay Pyi Taw,Myanmar,2015.0,1020000.0
Yangon,Myanmar,2015.0,4350000.0
Minsk,Belarus,2015.0,1850000.0
Phnum Pnh,Cambodia,2015.0,1650000.0
El Djazar,Algeria,2015.0,3570000.0
Wahran,Algeria,2015.0,850000.0
Douala,Cameroon,2015.0,2110000.0
Yaound,Cameroon,2015.0,1790000.0
Calgary,Canada,2015.0,1180000.0
Edmonton,Canada,2015.0,1110000.0
Montral,Canada,2015.0,3780000.0
Ottawa-Gatineau,Canada,2015.0,1180000.0
Toronto,Canada,2015.0,5450000.0
Vancouver,Canada,2015.0,2220000.0
N'Djamna,Chad,2015.0,1130000.0
Santiago,Chile,2015.0,5880000.0
Valparaso,Chile,2015.0,880000.0
"Anshan, Liaoning",China,2015.0,1700000.0
Anshun,China,2015.0,900000.0
Anyang,China,2015.0,950000.0
Baoding,China,2015.0,1210000.0
Baotou,China,2015.0,2210000.0
Beijing,China,2015.0,11740000.0
Bengbu,China,2015.0,940000.0
Benxi,China,2015.0,1050000.0
Changchun,China,2015.0,3400000.0
Changde,China,2015.0,1540000.0
"Changsha, Hunan",China,2015.0,2830000.0
"Changzhou, Jiangsu",China,2015.0,1440000.0
Chengdu,China,2015.0,4270000.0
Chifeng,China,2015.0,1350000.0
Chongqing,China,2015.0,6690000.0
Dalian,China,2015.0,3340000.0
Dandong,China,2015.0,920000.0
Daqing,China,2015.0,1840000.0
"Datong, Shanxi",China,2015.0,2040000.0
"Dongguan, Guangdong",China,2015.0,4850000.0
Foshan,China,2015.0,1030000.0
"Fushun, Liaoning",China,2015.0,1520000.0
Fuxin,China,2015.0,840000.0
Fuyang,China,2015.0,840000.0
"Fuzhou, Fujian",China,2015.0,2830000.0
"Guangzhou, Guangdong",China,2015.0,9450000.0
Guilin,China,2015.0,1080000.0
Guiyang,China,2015.0,3980000.0
Haerbin,China,2015.0,3750000.0
Handan,China,2015.0,1780000.0
Hangzhou,China,2015.0,3270000.0
Hefei,China,2015.0,2210000.0
Hengyang,China,2015.0,1090000.0
Heze,China,2015.0,1390000.0
Hohhot,China,2015.0,1880000.0
Huai'an,China,2015.0,1320000.0
Huaibei,China,2015.0,1000000.0
Huainan,China,2015.0,1520000.0
Huzhou,China,2015.0,1290000.0
Jiamusi,China,2015.0,1100000.0
Jiaozuo,China,2015.0,920000.0
Jiaxing,China,2015.0,1050000.0
Jilin,China,2015.0,2610000.0
"Jinan, Shandong",China,2015.0,2910000.0
"Jining, Shandong",China,2015.0,1260000.0
"Jinxi, Liaoning",China,2015.0,2660000.0
Jinzhou,China,2015.0,1010000.0
"Jixi, Heilongjiang",China,2015.0,1010000.0
Kaifeng,China,2015.0,920000.0
Kaohsiung,China,2015.0,1600000.0
Kunming,China,2015.0,3100000.0
Langfang,China,2015.0,860000.0
Lanzhou,China,2015.0,2780000.0
Leshan,China,2015.0,1200000.0
Lianyungang,China,2015.0,860000.0
Liaoyang,China,2015.0,840000.0
Linfen,China,2015.0,890000.0
"Linyi, Shandong",China,2015.0,2180000.0
Liuan,China,2015.0,1770000.0
Liupanshui,China,2015.0,1330000.0
Liuzhou,China,2015.0,1630000.0
Luoyang,China,2015.0,1830000.0
Luzhou,China,2015.0,1670000.0
"Mianyang, Sichuan",China,2015.0,1510000.0
Mudanjiang,China,2015.0,1360000.0
Nanchang,China,2015.0,2580000.0
Nanchong,China,2015.0,2360000.0
"Nanjing, Jiangsu",China,2015.0,3810000.0
Nanning,China,2015.0,2360000.0
Nantong,China,2015.0,1030000.0
"Nanyang, Henan",China,2015.0,2120000.0
Neijiang,China,2015.0,1520000.0
Ningbo,China,2015.0,2090000.0
"Pingdingshan, Henan",China,2015.0,850000.0
"Pingxiang, Jiangxi",China,2015.0,1050000.0
Qingdao,China,2015.0,2980000.0
Qinhuangdao,China,2015.0,1090000.0
Qiqihaer,China,2015.0,1710000.0
Quanzhou,China,2015.0,1590000.0
Shanghai,China,2015.0,15790000.0
Shangqiu,China,2015.0,1910000.0
Shantou,China,2015.0,1760000.0
Shaoxing,China,2015.0,850000.0
Shenyang,China,2015.0,4950000.0
Shenzhen,China,2015.0,8110000.0
Shijiazhuang,China,2015.0,2630000.0
"Suining, Sichuan",China,2015.0,1480000.0
"Suzhou, Anhui",China,2015.0,2140000.0
"Suzhou, Jiangsu",China,2015.0,1800000.0
"Taian, Shandong",China,2015.0,1700000.0
Taichung,China,2015.0,1150000.0
Tainan,China,2015.0,790000.0
Taipei,China,2015.0,2650000.0
"Taiyuan, Shanxi",China,2015.0,3100000.0
"Tangshan, Hebei",China,2015.0,1980000.0
Tianjin,China,2015.0,7470000.0
Tianmen,China,2015.0,1780000.0
Tianshui,China,2015.0,1280000.0
Tongliao,China,2015.0,940000.0
rmqi (Wulumqi),China,2015.0,2340000.0
Weifang,China,2015.0,1650000.0
Wenzhou,China,2015.0,2560000.0
Wuhan,China,2015.0,7540000.0
"Wuhu, Anhui",China,2015.0,870000.0
"Wuxi, Jiangsu",China,2015.0,1900000.0
Xiamen,China,2015.0,2740000.0
"Xi'an, Shaanxi",China,2015.0,4180000.0
"Xiangfan, Hubei",China,2015.0,1160000.0
Xiantao,China,2015.0,1620000.0
"Xianyang, Shaanxi",China,2015.0,1210000.0
"Xingyi, Guizhou",China,2015.0,870000.0
Xining,China,2015.0,1140000.0
Xinxiang,China,2015.0,970000.0
Xinyang,China,2015.0,1680000.0
Xinyu,China,2015.0,980000.0
Xuanzhou,China,2015.0,900000.0
Xuzhou,China,2015.0,2280000.0
"Yancheng, Jiangsu",China,2015.0,910000.0
Yantai,China,2015.0,2300000.0
Yibin,China,2015.0,950000.0
Yichang,China,2015.0,950000.0
"Yichun, Heilongjiang",China,2015.0,780000.0
"Yichun, Jiangxi",China,2015.0,1020000.0
Yinchuan,China,2015.0,1080000.0
Yingkou,China,2015.0,850000.0
"Yiyang, Hunan",China,2015.0,1420000.0
Yongzhou,China,2015.0,1030000.0
Yuci,China,2015.0,920000.0
Yueyang,China,2015.0,820000.0
"Yulin, Guangxi",China,2015.0,1230000.0
Zaozhuang,China,2015.0,2240000.0
Zhangjiakou,China,2015.0,1120000.0
Zhanjiang,China,2015.0,1710000.0
Zhaotong,China,2015.0,860000.0
Zhengzhou,China,2015.0,2740000.0
"Zhenjiang, Jiangsu",China,2015.0,930000.0
Zhuhai,China,2015.0,1110000.0
Zhuzhou,China,2015.0,1180000.0
Zibo,China,2015.0,3210000.0
Zigong,China,2015.0,1150000.0
Zunyi,China,2015.0,920000.0
Barranquilla,Colombia,2015.0,1910000.0
Bogot,Colombia,2015.0,8320000.0
Bucaramanga,Colombia,2015.0,1070000.0
Cali,Colombia,2015.0,2380000.0
Cartagena,Colombia,2015.0,950000.0
Medelln,Colombia,2015.0,3520000.0
Brazzaville,Congo,2015.0,1500000.0
Kananga,Democratic Republic of the Congo,2015.0,880000.0
Kinshasa,Democratic Republic of the Congo,2015.0,9050000.0
Lubumbashi,Democratic Republic of the Congo,2015.0,1540000.0
Mbuji-Mayi,Democratic Republic of the Congo,2015.0,1490000.0
San Jos,Costa Rica,2015.0,1370000.0
La Habana,Cuba,2015.0,2160000.0
Praha,Czech Republic,2015.0,1160000.0
Cotonou,Benin,2015.0,840000.0
K¿benhavn,Denmark,2015.0,1090000.0
Santo Domingo,Dominican Republic,2015.0,2300000.0
Guayaquil,Ecuador,2015.0,2690000.0
Quito,Ecuador,2015.0,1850000.0
San Salvador,El Salvador,2015.0,1520000.0
Addis Ababa,Ethiopia,2015.0,3450000.0
Huambo,Angola,2015.0,1040000.0
Luanda,Angola,2015.0,4780000.0
Helsinki,Finland,2015.0,1140000.0
Bordeaux,France,2015.0,820000.0
Lille,France,2015.0,1060000.0
Lyon,France,2015.0,1440000.0
Marseille-Aix-en-Provence,France,2015.0,1420000.0
Nice-Cannes,France,2015.0,940000.0
Paris,France,2015.0,9960000.0
